

C11 0.0039605 0.0232749 0.0114117 0.0091161 0.0029564 0.0003440 0.0005432 0.0004120 0.0023314 0.6710052 3.9211095 0.6713973 0.0375992 0.0097129 0.0015556 0.0005250 0.0005572 0.0005659 0.0005270 0.0017536 0.0070111 0.0304773 0.0067252 0.0443766 0.0021417 0.0023521 0.0018349 0.0003415 0.0002730 0.0000701 0.0000325 0.0000411 0.0001325 0.0381459 0.0001975
C12 0.0009662 0.0043102 0.0011263 0.0009069 0.0003054 0.0000477 0.0000696 0.0000940 0.0003110 0.0347593 0.6713973 3.6865916 0.4238682 0.0234605 0.0043023 0.0008676 0.0005247 0.0004883 0.0008360 0.0040436 0.0247218 0.6247553 0.0550085 0.0313755 0.0038008 0.0006603 0.0005327 0.0007613 0.0003463 0.0001377 0.0000916 0.0001208 0.0002810 0.0433782 0.0001697
N13 0.0001999 0.0006510 0.0000821 0.0000639 0.0000408 0.0000084 0.0000125 0.0000087 0.0000312 0.0052688 0.0375992 0.4238682 5.2167916 0.7080956 0.0493149 0.0129599 0.0108269 0.0107467 0.0127966 0.0494435 0.6938850 0.0328740 0.0219211 0.0037427 0.0007883 0.0000751 0.0001178 0.0001793 0.0000641 0.0000187 0.0000278 0.0000192 0.0000638 0.0042318 0.0000190
N14 0.0000382 0.0001106 0.0000392 0.0000445 0.0000941 0.0000672 0.0000282 0.0000301 0.0000366 0.0010799 0.0097129 0.0234605 0.7080956 5.9887266 0.5990870 0.0362108 0.0220876 0.0043238 0.0088345 0.0507322 0.1398566 0.0059981 0.0023156 0.0008713 0.0001705 0.0000225 0.0000211 0.0000451 0.0000210 0.0000099 0.0000092 0.0000083 0.0000216 0.0018728 0.0000071
C15 0.0000126 0.0000393 0.0000034 0.0000076 0.0000044 0.0000025 0.0000010 0.0000017 0.0000030 0.0001786 0.0015556 0.0043023 0.0493149 0.5990870 3.5516277 0.6204862 0.0341093 0.0248529 0.0262142 0.5600628 0.0524022 0.0015262 0.0009107 0.0002039 0.0000568 0.0000065 0.0000064 0.0000148 0.0000074 0.0000028 0.0000037 0.0000029 0.0000068 0.0004847 0.0000020
C16 0.0000056 0.0000148 0.0000030 0.0000029 0.0000018 0.0000011 0.0000009 0.0000009 0.0000019 0.0001003 0.0005250 0.0008676 0.0129599 0.0362108 0.6204862 3.9514379 0.7372426 0.0369533 0.0594060 0.0278624 0.0082841 0.0005114 0.0001638 0.0000628 0.0000181 0.0000016 0.0000011 0.0000051 0.0000025 0.0000015 0.0000018 0.0000010 0.0000035 0.0002162 0.0000008
C17 0.0000063 0.0000187 0.0000010 0.0000029 0.0000010 0.0000005 0.0000004 0.0000006 0.0000011 0.0000682 0.0005572 0.0005247 0.0108269 0.0220876 0.0341093 0.7372426 3.9414056 0.6522903 0.0365137 0.0254727 0.0044906 0.0005218 0.0002708 0.0000580 0.0000191 0.0000022 0.0000017 0.0000054 0.0000034 0.0000018 0.0000023 0.0000013 0.0000038 0.0002422 0.0000010
C18 0.0000065 0.0000163 0.0000024 0.0000024 0.0000012 0.0000006 0.0000005 0.0000007 0.0000013 0.0000927 0.0005659 0.0004883 0.0107467 0.0043238 0.0248529 0.0369533 0.6522903 3.9449824 0.7407898 0.0350089 0.0210564 0.0005070 0.0001565 0.0000660 0.0000149 0.0000015 0.0000015 0.0000049 0.0000029 0.0000016 0.0000021 0.0000012 0.0000036 0.0002334 0.0000010
C19 0.0000064 0.0000188 0.0000013 0.0000025 0.0000013 0.0000007 0.0000007 0.0000009 0.0000020 0.0000810 0.0005270 0.0008360 0.0127966 0.0088345 0.0262142 0.0594060 0.0365137 0.7407898 3.9435628 0.6150547 0.0372024 0.0004537 0.0003196 0.0000543 0.0000157 0.0000025 0.0000017 0.0000045 0.0000026 0.0000018 0.0000020 0.0000010 0.0000032 0.0002048 0.0000007
C20 0.0000170 0.0000462 0.0000051 0.0000057 0.0000037 0.0000018 0.0000014 0.0000017 0.0000034 0.0002856 0.0017536 0.0040436 0.0494435 0.0507322 0.5600628 0.0278624 0.0254727 0.0350089 0.6150547 3.5500047 0.5996399 0.0014810 0.0010948 0.0002026 0.0000349 0.0000071 0.0000070 0.0000116 0.0000062 0.0000031 0.0000033 0.0000023 0.0000063 0.0005183 0.0000025
N21 0.0000565 0.0001775 0.0000216 0.0000204 0.0000146 0.0000062 0.0000051 0.0000054 0.0000128 0.0009352 0.0070111 0.0247218 0.6938850 0.1398566 0.0524022 0.0082841 0.0044906 0.0210564 0.0372024 0.5996399 6.0167109 0.0074606 0.0231440 0.0007460 0.0001372 0.0000917 0.0000688 0.0000359 0.0000186 0.0000107 0.0000087 0.0000077 0.0000197 0.0019805 0.0000085
C22 0.0004005 0.0017859 0.0016655 0.0014930 0.0004245 0.0000909 0.0002575 0.0000759 0.0004851 0.0389887 0.0304773 0.6247553 0.0328740 0.0059981 0.0015262 0.0005114 0.0005218 0.0005070 0.0004537 0.0014810 0.0074606 3.5405698 0.4559457 0.6463860 0.0236841 0.0082438 0.0067806 0.0038082 0.0007252 0.0001486 0.0002666 0.0001601 0.0007521 0.0376638 0.0001346
O23 0.0001163 0.0005851 0.0005478 0.0004788 0.0001491 0.0000334 0.0000892 0.0000307 0.0001518 0.0111465 0.0067252 0.0550085 0.0219211 0.0023156 0.0009107 0.0001638 0.0002708 0.0001565 0.0003196 0.0010948 0.0231440 0.4559457 8.0770705 0.0454384 0.0077357 0.0165661 0.0187304 0.0007188 0.0002382 0.0000803 0.0000733 0.0000750 0.0002770 0.0068967 0.0000338
C24 0.0013325 0.0040468 0.0008626 0.0008015 0.0003335 0.0000694 0.0001248 0.0000355 0.0002635 0.0325694 0.0443766 0.0313755 0.0037427 0.0008713 0.0002039 0.0000628 0.0000580 0.0000660 0.0000543 0.0002026 0.0007460 0.6463860 0.0454384 3.8499414 0.4834412 0.0285263 0.0248835 0.0236345 0.0061043 0.0007669 0.0017380 0.0006933 0.0051253 0.6691851 0.0004034
C25 0.0001030 0.0005368 0.0000943 0.0000742 0.0000367 0.0000069 0.0000143 0.0000032 0.0000231 0.0039902 0.0021417 0.0038008 0.0007883 0.0001705 0.0000568 0.0000181 0.0000191 0.0000149 0.0000157 0.0000349 0.0001372 0.0236841 0.0077357 0.4834412 3.7567374 0.4637723 0.4767430 0.4868912 0.0224119 0.0040885 0.0020927 0.0041532 0.0230211 0.0213714 0.0000411
C26 0.0000290 0.0000785 0.0000267 0.0000351 0.0000197 0.0000041 0.0000085 0.0000028 0.0000168 0.0007075 0.0023521 0.0006603 0.0000751 0.0000225 0.0000065 0.0000016 0.0000022 0.0000015 0.0000025 0.0000071 0.0000917 0.0082438 0.0165661 0.0285263 0.4637723 3.9583525 0.0278529 0.0273105 0.0131597 0.0012633 0.0018484 0.0009447 0.0057305 0.0061867 0.0000088
C27 0.0000174 0.0000786 0.0000327 0.0000172 0.0000059 0.0000019 0.0000014 0.0000011 0.0000063 0.0006628 0.0018349 0.0005327 0.0001178 0.0000211 0.0000064 0.0000011 0.0000017 0.0000015 0.0000017 0.0000070 0.0000688 0.0067806 0.0187304 0.0248835 0.4767430 0.0278529 3.9665981 0.0238609 0.0042606 0.0011298 0.0006796 0.0017551 0.0163316 0.0051012 0.0000115
C28 0.0001312 0.0000770 0.0000140 0.0000142 0.0000049 0.0000015 0.0000015 0.0000011 0.0000068 0.0011546 0.0003415 0.0007613 0.0001793 0.0000451 0.0000148 0.0000051 0.0000054 0.0000049 0.0000045 0.0000116 0.0000359 0.0038082 0.0007188 0.0236345 0.4868912 0.0273105 0.0238609 3.8614483 0.6601149 0.0338002 0.0469018 0.0336567 0.6796765 0.0136977 0.0001202
C29 0.0005323 0.0001509 0.0000584 0.0000261 0.0000080 0.0000017 0.0000042 0.0000086 0.0000531 0.0008467 0.0002730 0.0003463 0.0000641 0.0000210 0.0000074 0.0000025 0.0000034 0.0000029 0.0000026 0.0000062 0.0000186 0.0007252 0.0002382 0.0061043 0.0224119 0.0131597 0.0042606 0.6601149 3.9414501 0.6980181 0.0362416 0.0514167 0.0377733 0.0104851 0.0011700
C30 0.0006657 0.0001254 0.0000576 0.0000143 0.0000044 0.0000011 0.0000017 0.0000036 0.0000215 0.0002348 0.0000701 0.0001377 0.0000187 0.0000099 0.0000028 0.0000015 0.0000018 0.0000016 0.0000018 0.0000031 0.0000107 0.0001486 0.0000803 0.0007669 0.0040885 0.0012633 0.0011298 0.0338002 0.6980181 3.9435951 0.6914497 0.0373587 0.0491478 0.0014987 0.0013221
C31 0.0001838 0.0000403 0.0000063 0.0000082 0.0000044 0.0000012 0.0000022 0.0000011 0.0000040 0.0000599 0.0000325 0.0000916 0.0000278 0.0000092 0.0000037 0.0000018 0.0000023 0.0000021 0.0000020 0.0000033 0.0000087 0.0002666 0.0000733 0.0017380 0.0020927 0.0018484 0.0006796 0.0469018 0.0362416 0.6914497 3.9609253 0.7003371 0.0367887 0.0006166 0.0002154
C32 0.0001148 0.0000266 0.0000102 0.0000163 0.0000040 0.0000013 0.0000014 0.0000011 0.0000051 0.0001532 0.0000411 0.0001208 0.0000192 0.0000083 0.0000029 0.0000010 0.0000013 0.0000012 0.0000010 0.0000023 0.0000077 0.0001601 0.0000750 0.0006933 0.0041532 0.0009447 0.0017551 0.0336567 0.0514167 0.0373587 0.7003371 3.9677985 0.6875635 0.0006524 0.0000975
C33 0.0001411 0.0000442 0.0000083 0.0000249 0.0000062 0.0000020 0.0000021 0.0000013 0.0000073 0.0002720 0.0001325 0.0002810 0.0000638 0.0000216 0.0000068 0.0000035 0.0000038 0.0000036 0.0000032 0.0000063 0.0000197 0.0007521 0.0002770 0.0051253 0.0230211 0.0057305 0.0163316 0.6796765 0.0377733 0.0491478 0.0367887 0.6875635 3.9517590 0.0027376 0.0001446
C34 0.0154124 0.0222118 0.0055530 0.0048351 0.0011209 0.0002981 0.0004714 0.0002692 0.0022080 0.6756841 0.0381459 0.0433782 0.0042318 0.0018728 0.0004847 0.0002162 0.0002422 0.0002334 0.0002048 0.0005183 0.0019805 0.0376638 0.0068967 0.6691851 0.0213714 0.0061867 0.0051012 0.0136977 0.0104851 0.0014987 0.0006166 0.0006524 0.0027376 3.9310808 0.0044206
