

C11 0.0002627 0.0007301 0.0003153 0.0051703 0.0227884 0.4549412 0.0407652 0.0034475 0.0004413 0.0023559 3.5654956 0.4011291 0.0106567 0.0043521 0.0197161 0.4652981 0.0391438 0.0033021 0.0004934 0.0026887 0.0197433 0.0021680 0.0005989 0.0057710 0.0006673 0.0002252 0.0004575 0.0000116
O12 0.0000717 0.0002266 0.0000744 0.0011582 0.0049450 0.0337243 0.0173003 0.0016127 0.0001119 0.0031569 0.4011291 7.8944439 0.4249963 0.0342598 0.1371582 0.0322770 0.0138656 0.0004336 0.0000572 0.0011533 0.0036782 0.0170055 0.0048295 0.0006664 0.0000687 0.0000204 0.0000839 0.0000052
C13 0.0000127 0.0000342 0.0000143 0.0001675 0.0005296 0.0031850 0.0021799 0.0003165 0.0001554 0.0001688 0.0106567 0.4249963 2.9249565 0.4861591 0.6699406 0.0031281 0.0017182 0.0000513 0.0000339 0.0001439 0.0001185 0.0003470 0.0001552 0.0001012 0.0000102 0.0000042 0.0000140 0.0000007
C14 0.0000038 0.0000097 0.0000041 0.0000448 0.0001737 0.0004575 0.0001404 0.0000771 0.0000788 0.0001161 0.0043521 0.0342598 0.4861591 3.9857469 0.0584584 0.0005219 0.0001466 0.0000118 0.0000073 0.0000325 0.0000666 0.0001413 0.0001025 0.0000243 0.0000020 0.0000007 0.0000030 0.0000002
O15 0.0000099 0.0000291 0.0000155 0.0001375 0.0004868 0.0023754 0.0064959 0.0002902 0.0003542 0.0003389 0.0197161 0.1371582 0.6699406 0.0584584 8.1106759 0.0022320 0.0045775 0.0003652 0.0002990 0.0002776 0.0005933 0.0006152 0.0002658 0.0001451 0.0000194 0.0000075 0.0000240 0.0000010
C16 0.0000543 0.0000810 0.0001319 0.0019990 0.0119433 0.0182696 0.0049258 0.0006521 0.0001771 0.0004365 0.4652981 0.0322770 0.0031281 0.0005219 0.0022320 3.5636098 0.4029633 0.0105770 0.0048343 0.0205513 0.4530566 0.0223257 0.0115955 0.0393231 0.0033624 0.0004936 0.0022394 0.0000074
O17 0.0000108 0.0000202 0.0000313 0.0004119 0.0015265 0.0055240 0.0010513 0.0001978 0.0000424 0.0001320 0.0391438 0.0138656 0.0017182 0.0001466 0.0045775 0.4029633 7.8511969 0.4339270 0.0385721 0.1323715 0.0357298 0.0118883 0.0107310 0.0203171 0.0006752 0.0000750 0.0013830 0.0000030
C18 0.0000013 0.0000018 0.0000072 0.0000250 0.0000665 0.0005828 0.0001708 0.0000262 0.0000069 0.0000234 0.0033021 0.0004336 0.0000513 0.0000118 0.0003652 0.0105770 0.4339270 2.9292400 0.4828908 0.6722453 0.0032866 0.0004144 0.0001980 0.0024079 0.0000570 0.0000229 0.0001890 0.0000003
C19 0.0000002 0.0000008 0.0000038 0.0000058 0.0000271 0.0002135 0.0000480 0.0000099 0.0000024 0.0000067 0.0004934 0.0000572 0.0000339 0.0000073 0.0002990 0.0048343 0.0385721 0.4828908 3.9958123 0.0540353 0.0005478 0.0000821 0.0001299 0.0002260 0.0000084 0.0000052 0.0000449 0.0000001
O20 0.0000049 0.0000135 0.0001685 0.0001561 0.0005888 0.0005339 0.0001462 0.0000327 0.0000079 0.0000352 0.0026887 0.0011533 0.0001439 0.0000325 0.0002776 0.0205513 0.1323715 0.6722453 0.0540353 8.1190530 0.0021336 0.0010608 0.0007531 0.0048953 0.0002501 0.0002251 0.0002533 0.0000020
C21 0.0000077 0.0000323 0.0000422 0.0003526 0.0021427 0.0031741 0.0006549 0.0000472 0.0000131 0.0000650 0.0197433 0.0036782 0.0001185 0.0000666 0.0005933 0.4530566 0.0357298 0.0032866 0.0005478 0.0021336 3.6121956 0.4582194 0.0600781 0.4098279 0.0110430 0.0046101 0.0241255 0.0000010
C22 0.0000015 0.0000053 0.0000084 0.0000517 0.0002736 0.0002557 0.0000874 0.0000045 0.0000013 0.0000195 0.0021680 0.0170055 0.0003470 0.0001413 0.0006152 0.0223257 0.0118883 0.0004144 0.0000821 0.0010608 0.4582194 3.2378367 0.7475929 0.0317920 0.0032722 0.0005202 0.0026076 0.0000003
O23 0.0000022 0.0000067 0.0000097 0.0000552 0.0002224 0.0001311 0.0000387 0.0000026 0.0000010 0.0000346 0.0005989 0.0048295 0.0001552 0.0001025 0.0002658 0.0115955 0.0107310 0.0001980 0.0001299 0.0007531 0.0600781 0.7475929 8.1092595 0.0418095 0.0014678 0.0002466 0.0025514 0.0000007
O24 0.0000014 0.0000050 0.0000239 0.0000550 0.0002618 0.0004673 0.0001616 0.0000189 0.0000039 0.0000185 0.0057710 0.0006664 0.0001012 0.0000243 0.0001451 0.0393231 0.0203171 0.0024079 0.0002260 0.0048953 0.4098279 0.0317920 0.0418095 7.8089104 0.4419171 0.0351587 0.1319824 0.0000006
C25 0.0000006 0.0000028 0.0000390 0.0000224 0.0000628 0.0000341 0.0000258 0.0000027 0.0000011 0.0000056 0.0006673 0.0000687 0.0000102 0.0000020 0.0000194 0.0033624 0.0006752 0.0000570 0.0000084 0.0002501 0.0110430 0.0032722 0.0014678 0.4419171 2.9261331 0.4814965 0.6671028 0.0000003
C26 0.0000003 0.0000010 0.0000079 0.0000042 0.0000118 0.0000081 0.0000055 0.0000008 0.0000002 0.0000017 0.0002252 0.0000204 0.0000042 0.0000007 0.0000075 0.0004936 0.0000750 0.0000229 0.0000052 0.0002251 0.0046101 0.0005202 0.0002466 0.0351587 0.4814965 3.9902550 0.0578593 0.0000002
O27 0.0000085 0.0000450 0.0004328 0.0003001 0.0011943 0.0001487 0.0000763 0.0000079 0.0000042 0.0000172 0.0004575 0.0000839 0.0000140 0.0000030 0.0000240 0.0022394 0.0013830 0.0001890 0.0000449 0.0002533 0.0241255 0.0026076 0.0025514 0.1319824 0.6671028 0.0578593 8.1367008 0.0000029
