

C12 0.0000003 0.0000011 0.0000040 0.0000083 0.0000779 0.0000594 0.0001284 0.0011248 0.0058735 0.0269489 0.4780910 3.6050353 0.4088756 0.0116924 0.0165731 0.0040659 0.0007037 0.0019032 0.0000661 0.0000355 0.0000028 0.0000029 0.0000020 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002
O13 0.0000002 0.0000002 0.0000018 0.0000043 0.0000328 0.0000089 0.0000320 0.0001392 0.0014816 0.0067305 0.0375967 0.4088756 7.8533101 0.4441150 0.1357878 0.0302832 0.0170038 0.0506615 0.0019615 0.0006003 0.0000719 0.0000533 0.0000368 0.0000022 0.0000012 0.0000007 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002
C14 0.0000000 0.0000000 0.0000002 0.0000004 0.0000032 0.0000015 0.0000025 0.0000220 0.0001008 0.0007209 0.0041356 0.0116924 0.4441150 2.9200429 0.6687529 0.4687837 0.0231750 0.0139050 0.0010344 0.0000557 0.0000296 0.0000244 0.0000093 0.0000007 0.0000005 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
O15 0.0000001 0.0000001 0.0000003 0.0000007 0.0000038 0.0000024 0.0000058 0.0000460 0.0001913 0.0017357 0.0197860 0.0165731 0.1357878 0.6687529 8.1093496 0.0570012 0.0089993 0.0038462 0.0002487 0.0000473 0.0000108 0.0000125 0.0000054 0.0000004 0.0000003 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001
C16 0.0000000 0.0000000 0.0000001 0.0000002 0.0000010 0.0000002 0.0000008 0.0000031 0.0000387 0.0001933 0.0004184 0.0040659 0.0302832 0.4687837 0.0570012 3.8870781 0.4941824 0.0379980 0.0060165 0.0005177 0.0001551 0.0001868 0.0000345 0.0000048 0.0000021 0.0000005 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
C17 0.0000000 0.0000000 0.0000000 0.0000000 0.0000003 0.0000001 0.0000003 0.0000009 0.0000119 0.0000358 0.0001487 0.0007037 0.0170038 0.0231750 0.0089993 0.4941824 3.9814539 0.5308878 0.0192444 0.0029623 0.0003927 0.0004981 0.0001053 0.0000094 0.0000036 0.0000025 0.0000005 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
S18 0.0000001 0.0000000 0.0000001 0.0000002 0.0000014 0.0000005 0.0000008 0.0000041 0.0000351 0.0001540 0.0005668 0.0019032 0.0506615 0.0139050 0.0038462 0.0379980 0.5308878 14.5997150 0.5474791 0.0397571 0.0107097 0.0048990 0.0025559 0.0002958 0.0001201 0.0000351 0.0000031 0.0000038 0.0000007 0.0000001 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000001
C19 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000000 0.0000000 0.0000002 0.0000033 0.0000157 0.0000424 0.0000661 0.0019615 0.0010344 0.0002487 0.0060165 0.0192444 0.5474791 3.9829396 0.4861490 0.0320923 0.0167869 0.0063488 0.0003177 0.0001892 0.0001188 0.0000126 0.0000089 0.0000013 0.0000001 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000
C20 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000005 0.0000018 0.0000061 0.0000355 0.0006003 0.0000557 0.0000473 0.0005177 0.0029623 0.0397571 0.4861490 3.8781626 0.4605452 0.0545365 0.0344975 0.0039430 0.0004267 0.0002028 0.0000258 0.0000171 0.0000017 0.0000002 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000
C21 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000004 0.0000011 0.0000028 0.0000719 0.0000296 0.0000108 0.0001551 0.0003927 0.0107097 0.0320923 0.4605452 2.8940484 0.6529352 0.4224111 0.0116346 0.0027531 0.0010777 0.0000992 0.0000655 0.0000081 0.0000009 0.0000013 0.0000005 0.0000000 0.0000000 0.0000000 0.0000000
O22 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000003 0.0000011 0.0000029 0.0000533 0.0000244 0.0000125 0.0001868 0.0004981 0.0048990 0.0167869 0.0545365 0.6529352 8.1510643 0.1491371 0.0100902 0.0034819 0.0143934 0.0017477 0.0003675 0.0000391 0.0000072 0.0000084 0.0000017 0.0000002 0.0000002 0.0000001 0.0000000
O23 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000004 0.0000012 0.0000020 0.0000368 0.0000093 0.0000054 0.0000345 0.0001053 0.0025559 0.0063488 0.0344975 0.4224111 0.1491371 8.0091342 0.4105971 0.0355654 0.0037750 0.0004475 0.0003537 0.0000646 0.0000054 0.0000041 0.0000018 0.0000002 0.0000001 0.0000000 0.0000000
C24 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000022 0.0000007 0.0000004 0.0000048 0.0000094 0.0002958 0.0003177 0.0039430 0.0116346 0.0100902 0.4105971 3.5391060 0.4951605 0.0218654 0.0051721 0.0008860 0.0001357 0.0000098 0.0000049 0.0000016 0.0000002 0.0000001 0.0000000 0.0000000
C25 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000012 0.0000005 0.0000003 0.0000021 0.0000036 0.0001201 0.0001892 0.0004267 0.0027531 0.0034819 0.0355654 0.4951605 3.8768641 0.4949799 0.0243724 0.0082025 0.0017289 0.0001399 0.0000552 0.0000217 0.0000016 0.0000007 0.0000003 0.0000000
C26 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000007 0.0000001 0.0000002 0.0000005 0.0000025 0.0000351 0.0001188 0.0002028 0.0010777 0.0143934 0.0037750 0.0218654 0.4949799 3.8789517 0.4870800 0.0211398 0.0083298 0.0009691 0.0004342 0.0001107 0.0000049 0.0000020 0.0000018 0.0000000
C27 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000001 0.0000001 0.0000005 0.0000031 0.0000126 0.0000258 0.0000992 0.0017477 0.0004475 0.0051721 0.0243724 0.4870800 3.8722371 0.4919564 0.0240378 0.0054395 0.0009028 0.0001342 0.0000225 0.0000046 0.0000024 0.0000000
C28 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000038 0.0000089 0.0000171 0.0000655 0.0003675 0.0003537 0.0008860 0.0082025 0.0211398 0.4919564 3.8721107 0.4890622 0.0234667 0.0082932 0.0010627 0.0001202 0.0000264 0.0000060 0.0000000
C29 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000007 0.0000013 0.0000017 0.0000081 0.0000391 0.0000646 0.0001357 0.0017289 0.0083298 0.0240378 0.4890622 3.8702432 0.4892576 0.0229768 0.0056315 0.0012220 0.0001861 0.0001322 0.0000000
C30 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000002 0.0000009 0.0000072 0.0000054 0.0000098 0.0001399 0.0009691 0.0054395 0.0234667 0.4892576 3.8636532 0.4944118 0.0247373 0.0105954 0.0013576 0.0005087 0.0000000
C31 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000003 0.0000013 0.0000084 0.0000041 0.0000049 0.0000552 0.0004342 0.0009028 0.0082932 0.0229768 0.4944118 3.8670964 0.4917858 0.0240846 0.0056775 0.0010246 0.0000000
C32 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000001 0.0000005 0.0000017 0.0000018 0.0000016 0.0000217 0.0001107 0.0001342 0.0010627 0.0056315 0.0247373 0.4917858 3.8730417 0.4888243 0.0265897 0.0117122 0.0000000
C33 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000002 0.0000002 0.0000016 0.0000049 0.0000225 0.0001202 0.0012220 0.0105954 0.0240846 0.4888243 3.8720116 0.4820231 0.0247693 0.0000000
C34 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000001 0.0000001 0.0000007 0.0000020 0.0000046 0.0000264 0.0001861 0.0013576 0.0056775 0.0265897 0.4820231 3.8644680 0.4981364 0.0000000
C35 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000003 0.0000018 0.0000024 0.0000060 0.0001322 0.0005087 0.0010246 0.0117122 0.0247693 0.4981364 3.9550077 0.0000000
