

C21 0.0000003 0.0000001 0.0000000 0.0000000 0.0000001 0.0000008 0.0000003 0.0000001 0.0000028 0.0000097 0.0000171 0.0001159 0.0000083 0.0002433 0.0009001 0.0038678 0.0187606 0.4653637 0.0234074 0.0506983 3.8752358 0.4808849 0.0247818 0.0041501 0.0025416 0.0004624 0.0005246 0.0001164 0.0007033 0.0030084 0.0003028 0.0000001
C22 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000000 0.0000004 0.0000016 0.0000028 0.0000212 0.0000012 0.0000481 0.0001719 0.0011191 0.0116833 0.0199177 0.0020230 0.0054849 0.4808849 3.8719757 0.4808255 0.0190668 0.0263418 0.0024809 0.0016111 0.0004288 0.0074393 0.0213198 0.0046922 0.0000001
C23 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000002 0.0000001 0.0000000 0.0000004 0.0000028 0.0000038 0.0000554 0.0000035 0.0000780 0.0002880 0.0036192 0.0201199 0.0110273 0.0048066 0.0013208 0.0247818 0.4808255 3.8146077 0.4775182 0.0232725 0.0253511 0.0174148 0.0048725 0.0241200 0.4593458 0.0238258 0.0000000
C24 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000007 0.0000011 0.0000165 0.0000010 0.0000189 0.0000667 0.0006782 0.0035792 0.0007668 0.0004095 0.0001619 0.0041501 0.0190668 0.4775182 3.7741708 0.4665743 0.4706050 0.4810158 0.0190073 0.0073924 0.0178443 0.0046020 0.0000000
C25 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000003 0.0000045 0.0000003 0.0000044 0.0000154 0.0001245 0.0004905 0.0004650 0.0001234 0.0001588 0.0025416 0.0263418 0.0232725 0.4665743 3.9265074 0.0308111 0.0297929 0.0020788 0.0007532 0.0029867 0.0005693 0.0000000
C26 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000005 0.0000048 0.0000005 0.0000055 0.0000331 0.0000947 0.0003356 0.0001219 0.0001818 0.0000260 0.0004624 0.0024809 0.0253511 0.4706050 0.0308111 3.9654588 0.0267235 0.0042649 0.0007528 0.0020628 0.0031695 0.0000000
C27 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000007 0.0000048 0.0000011 0.0000225 0.0001297 0.0001212 0.0005120 0.0001072 0.0000940 0.0000535 0.0005246 0.0016111 0.0174148 0.4810158 0.0297929 0.0267235 3.8785414 0.4987578 0.0203808 0.0071441 0.0067832 0.0000000
C28 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000003 0.0000021 0.0000097 0.0000027 0.0000718 0.0003773 0.0002799 0.0047332 0.0009082 0.0000927 0.0002904 0.0001164 0.0004288 0.0048725 0.0190073 0.0020788 0.0042649 0.4987578 3.8886870 0.4870973 0.0191087 0.0111811 0.0000000
C29 0.0000016 0.0000011 0.0000001 0.0000000 0.0000000 0.0000001 0.0000001 0.0000000 0.0000004 0.0000029 0.0000269 0.0001494 0.0000234 0.0007038 0.0045547 0.0015557 0.0261132 0.0036573 0.0004030 0.0009673 0.0007033 0.0074393 0.0241200 0.0073924 0.0007532 0.0007528 0.0203808 0.4870973 3.8705364 0.4693041 0.0259234 0.0000001
C30 0.0000007 0.0000005 0.0000000 0.0000000 0.0000000 0.0000002 0.0000001 0.0000000 0.0000008 0.0000040 0.0000196 0.0001418 0.0000130 0.0004284 0.0035284 0.0180144 0.4785881 0.0174082 0.0021931 0.0068876 0.0030084 0.0213198 0.4593458 0.0178443 0.0029867 0.0020628 0.0071441 0.0191087 0.4693041 3.7709776 0.4787490 0.0000001
C31 0.0000026 0.0000017 0.0000001 0.0000000 0.0000000 0.0000003 0.0000002 0.0000000 0.0000011 0.0000076 0.0000446 0.0003185 0.0000400 0.0006425 0.0086082 0.0105594 0.0199059 0.0009155 0.0023616 0.0007625 0.0003028 0.0046922 0.0238258 0.0046020 0.0005693 0.0031695 0.0067832 0.0111811 0.0259234 0.4787490 3.9661279 0.0000001
